name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,dissolution_date,date_of_organization_meeting,reason_for_administrative,mailing_address
FRENCH HOUSE LLC,LLC,Active,,1363069,2022-03-31,625 WEST HILL ROAD,NEW HARTFORD,United States,06057,CT,aaron_doyle@live.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
LOGOS LAW PLLC,LLC,Active,Annual report past due,1363070,2021-03-31,75 AVONWOOD RD A 19,AVON,United States,06001,CT,CORRINE.LOYOLA@LOGOSLAWPLLC.COM,Domestic,2020-10-19,CT,Connecticut,True,True,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
GLM WEST INC.,Stock,Active,,1363071,2022-10-19,60 BOWMAN DRIVE,GREENWICH,United States,06830,CT,jzarrilli@glmwest.com,Foreign,2020-10-19,DE,DE,False,False,False,False,False,Software Publishers (511210),511210.0,2021-11-10 00:12:45.9166667,2020-10-13,GLM WEST INC.,,,,,,,,,,,,,,,,,,,,
ALIANT LLC,LLC,Active,Annual report past due,1363072,2021-03-31,182 EAST PERSHING STREET,BLOOMFIELD,United States,06002,CT,CUTTAZ31@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
TRIBUTE PROPERTIES LLC,LLC,Active,Annual report past due,1363073,2021-03-31,273 S ELM ST,WALLINGFORD,United States,06492,CT,MATT@CTLIFETRIBUTES.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
"RONALD LAWRENCE, LCSW, PLLC",LLC,Active,,1363074,2022-03-31,126 SUTTON DRIVE,STAMFORD,United States,06906,CT,ronald@ronaldlawrencelcsw.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
"JASON T. ANDERSON ARCHITECT, P.C.",Stock,Active,,1363075,2022-10-19,25 WALLKILL AVENUE,MONTGOMERY,,12549,NY,JTA@ADGARCHITECT.COM,Foreign,2020-10-19,NY,NY,False,False,False,False,False,Architectural Services (541310),541310.0,2021-11-10 00:12:45.9166667,2020-10-19,"JASON T. ANDERSON ARCHITECT, P.C.",,,,,,,,,,,,,,,,,,,,
GIFTED HANDS TUTORING LLC,LLC,Active,Annual report past due,1363076,2021-03-31,550 BROAD ST.,HARTFORD,,06106,CT,GIFTEDHANDSTUTOR@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,True,False,False,Exam Preparation and Tutoring (611691),611691.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
STOIC LOGISTICS INC,Stock,Active,First report past due,1363077,2021-01-17,No information provided,,,,,JCLARKE0316@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,1.0,,,,,,
"RIVER BEAR TRANSPORTATION, LLC",LLC,Active,Annual report past due,1363078,2021-03-31,44 BRITTANY FARMS RD  APT K118,NEW BRITAIN,United States,06053,CT,FELIXGCOQUI0637@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:45.9166667,,,,,,,,,,,,,,,,,,,,,,
ANA'S GOURMET SWEETS LLC,LLC,Active,Annual report past due,1363079,2021-03-31,36 PAHQUIOQUE AVE- 1ST FL,DANBURY,United States,06810,CT,ANASGOURMETSWEETS@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,Caterers (722320),722320.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
WILLIAMS & SON EXPRESS LLC,LLC,Active,Annual report past due,1363080,2021-03-31,1448 MERIDEN ROAD APT 6,WATERBURY,United States,06705,CT,WJEROME515@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
GUILLERMO I CERVANTES LLC,LLC,Active,Annual report past due,1363081,2021-03-31,43 LEXINGTON AVE,NORWALK,United States,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
"AUDUBON SOLUTIONS, LLC",LLC,Active,Annual report past due,1363082,2021-03-31,"2410 NORTH FOREST ROAD, SUITE 302",GETZVILLE,United States,14068,NY,CSNOWDEN@TITANPMUSA.COM,Foreign,2020-10-19,NY,NY,False,False,False,False,False,Collection Agencies (561440),561440.0,2021-11-10 00:12:34.8833333,2020-11-02,"AUDUBON SOLUTIONS, LLC",United States,"2655 MILLERSPORT HIGHWAY, SUITE 1096, GETZVILLE, NY, 14068, United States","2655 MILLERSPORT HIGHWAY, SUITE 1096",GETZVILLE,NY,14068,United States,"2410 NORTH FOREST ROAD, SUITE 302, GETZVILLE, NY, 14068, United States","2410 NORTH FOREST ROAD, SUITE 302",GETZVILLE,NY,14068,United States,,,,,,,
SALON 06880 LLC,LLC,Active,Annual report past due,1363083,2021-03-31,190 MAIN STREET,WESTPORT,United States,06680,CT,MILISSAGORMAN@SALON06880.COM,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
ALL AMERICAN ADVANCE PARTNERSHIP LLC,LLC,Active,Annual report past due,1363084,2021-03-31,64 PUNCH BROOK RD,BURLINGTON,United States,06013,CT,NGUERRERA@SBCGLOBAL.NET,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
"CS BUSINESS ADVISORS, LLC",LLC,Active,Annual report past due,1363086,2021-03-31,92 PERRY STREET,UNIONVILLE,United States,06008,CT,CSIEGLE25@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
"EPHARMADIRECT, LLC",LLC,Active,,1363087,2022-03-31,7060 HIXSON PIKE,HIXSON,United States,37343,TN,admin@epharmadirect.com,Foreign,2020-10-19,TN,TN,False,False,False,False,False,Pharmacies and Drug Stores (446110),446110.0,2021-11-10 00:12:34.8833333,2021-01-01,"EPHARMADIRECT, LLC",United States,"7060 HIXSON PIKE, HIXSON, TN, 37343, United States",7060 HIXSON PIKE,HIXSON,TN,37343,United States,"7060 HIXSON PIKE, HIXSON, TN, 37343, United States",7060 HIXSON PIKE,HIXSON,TN,37343,United States,,,,,,,
RRSI REALTY LLC,LLC,Active,,1363088,2022-03-31,385 SEA HILL ROAD,NORTH BRANFORD,United States,06471,CT,brlynch26@gmail.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
EL MANDAO RESTAURANT LLC,LLC,Active,Annual report past due,1363089,2021-03-31,82 W MAIN STREET,MERIDEN,United States,06451,CT,RICARDOMARTINEZKLK@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:34.8833333,,,,,,,,,,,,,,,,,,,,,,
MIGUEL PAULINO MATEO LLC,LLC,Active,Annual report past due,1363090,2021-03-31,17 GRANDVIEW AVE,DANBURY,United States,06810,CT,KARENVALLEJOS@LIVE.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
348 TOLLAND STREET LLC,LLC,Active,Annual report past due,1363091,2021-03-31,48 BELLAIRE MANOR,CROMWELL,United States,06116,CT,348TOLLANDSTREET@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"46 STONINGTON, LLC",LLC,Active,,1363092,2022-03-31,4300 MAIN STREET,STRATFORD,United States,06614,CT,46stoningtonst@gmail.com,Domestic,2020-10-19,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"JUDY CABECEIRAS, LLC",LLC,Active,,1363093,2022-03-31,111 MAIN STREET SUITE 2WA,COLLINSVILLE,United States,06019,CT,judy@judycab.com,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
MADYS COLLECTIONS LLC,LLC,Active,Annual report past due,1363094,2021-03-31,29 KENENTH STREET APT 6B,WEST HAVEN,United States,06516,CT,MADYSLLC@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"THERESA & COMPANY CONSULTING, CONSTRUCTON & MANAGEMENT LLC",LLC,Active,,1363095,2022-03-31,4 INDUSTRIAL PARK RD,NORTH WINDHAM,United States,06256,CT,terry@theresacompany.com,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
MELKPR INC,Stock,Active,First report past due,1363096,2021-01-17,No information provided,,,,,KSENIYA@MELKPR.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,100.0,,,,,,
BEAUTY MARQ TV LLC,LLC,Active,,1363097,2022-03-31,137 HOLLISTER ST APT 2,STRATFORD,United States,06615,CT,contact@beautymarqtv.com,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
SOLTYS CO LLC,LLC,Active,Annual report past due,1363098,2021-03-31,276 BILLINGS RD,SOMERS,United States,06071,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
RBG TRUCKING LLC,LLC,Active,,1363099,2022-03-31,37 SHERBROOKE AVE,HARTFORD,United States,06106,CT,rbgtruckingllc@gmail.com,Domestic,2020-10-19,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
JBT REALTY LLC,LLC,Active,,1363100,2022-03-31,2  6TH STREET,ANSONIA,United States,06401,CT,JOELJN27@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
MISSION WELLNESS LLC,LLC,Active,Annual report past due,1363101,2021-03-31,8 FOREST DRIVE,COLCHESTER,United States,06415,CT,KARILYNNOCONNOR@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
TRANSONIC MUNITIONS INC.,Stock,Active,Annual report past due,1363102,2021-10-20,458 DANBURY ROAD UNIT C1,NEW MILFORD,United States,06776,CT,,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Sporting and Recreational Goods and Supplies Merchant Wholesalers (423910),423910.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,5000.0,,,,,,
EYEBROWS A TO Z LLC,LLC,Active,,1363103,2022-03-31,129 CENTER STREET,MANCHESTER,United States,06040,CT,GOLDEN678G@YAHOO.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"CHRISWENDEL, INC.",Stock,Active,,1363104,2022-10-19,46 MAIN STREET,EAST HADDAM,United States,06423,CT,CYNTHIA@KKCCPA.COM,Foreign,2020-10-19,NJ,NJ,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:34.9000000,2020-10-19,"CHRISWENDEL, INC.",United States,,,,,,,,,,,,,,,,,,,
SHINBONE CUSTOM LLC,LLC,Active,,1363105,2022-03-31,19 OLD REDDING RD,EASTON,United States,06612,CT,debbie@leeschettinoconstruction.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Wood Kitchen Cabinet and Countertop Manufacturing (337110),337110.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"WEST AVENUE PARKING, LLC",LLC,Active,,1363106,2022-03-31,75 MAYWOOD ROAD,DARIEN,United States,06820,CT,kwalsh@wbamct.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Parking Lots and Garages (812930),812930.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"CARE IN ACTION, INC.",Non-Stock,Active,,1363107,2022-10-19,"45 BROADWAY, SUITE 320",NEW YORK,United States,10006,NY,NORA@LABYRINTHINC.COM,Foreign,2020-10-19,DE,DE,False,False,False,False,False,Grantmaking Foundations (813211),813211.0,2021-11-10 00:12:34.9000000,2020-11-01,"CARE IN ACTION, INC.",United States,,,,,,,,,,,,,,,,,,,
MASKART & HEALTH LLC,LLC,Active,Annual report past due,1363108,2021-03-31,309 BERWICK AVE,FAIRFIELD,United States,06825,CT,MAJUTAX@OUTLOOK.COM,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
NETWORKHEALTH LLC,LLC,Active,,1363109,2022-03-31,424 GREENE AVENUE,BROOKLYN,United States,11216,NY,cgeorges@networkhealthllc.org,Foreign,2020-10-19,NY,NY,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:12:34.9000000,2020-10-22,NETWORKHEALTH LLC,United States,"424 GREENE AVENUE, BROOKLYN, NY, 11216, United States",424 GREENE AVENUE,BROOKLYN,NY,11216,United States,"424 GREENE AVENUE, BROOKLYN, NY, 11216, United States",424 GREENE AVENUE,BROOKLYN,NY,11216,United States,,,,,,,
EYES ON WATERTOWN LLC,LLC,Active,Annual report past due,1363110,2021-03-31,1044 MAIN STREET UNIT 7,WATERTOWN,United States,06795,CT,EYESONWATERTOWN@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Optical Goods Stores (446130),446130.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"SANOCO, INC.",Stock,Active,Annual report due,1363111,2022-10-19,549 WOLF DEN RD,BROOKLYN,United States,06234,CT,orders@rasi.com,Foreign,2020-10-19,RI,RI,False,False,False,False,False,Fuel Dealers (454310),454310.0,2021-11-10 00:12:34.9000000,2020-10-05,"SANOCO, INC.",United States,,,,,,,,,,,,,,,,,,,
DESIRESHOP LLC,LLC,Active,Annual report past due,1363112,2021-03-31,48 MALTBY PL,NEW HAVEN,United States,06513,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
LIGHTBULB MOMENTS EARLY LEARNING CENTER LLC,LLC,Active,,1363113,2022-03-31,5 MAGAURAN DR,STAFFORD SPRINGS,United States,06076,CT,Rachael.geoffrion@yahoo.com,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
BINX ENTERPRISES LLC,LLC,Active,,1363114,2022-03-31,151 N MAIN ST #1303,BRISTOL,United States,06010,CT,EFILE1234@INCFILE.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
"OPPORTUNITIES PROPERTIES, LLC",LLC,Active,,1363115,2022-03-31,40 ESSEX COURT,MERIDEN,United States,06450,CT,RAYMONDLHOLLOWAY@YAHOO.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,raymondlholloway@yahoo.com,,,,,
TITANIUM RECRUITING INC.,Stock,Active,,1363116,2022-10-19,15260 VENTURA BLVD STE 1200,SHERMAN OAKS,United States,91403,CA,jeffreg@titaniumrct.com,Foreign,2020-10-19,CA,CA,False,False,False,False,False,Employment Placement Agencies (561311),561311.0,2021-11-10 00:12:35.6033333,2020-10-19,TITANIUM RECRUITING INC.,United States,,,,,,,,,,,,,,,,,,,
"NICK, SERGEY, AND MEHMET LLC",LLC,Active,,1363117,2022-03-31,2050 HARTFORD TURNPIKE,NORTH HAVEN,United States,06473,CT,mehmet.96.11@hotmail.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
KARISMA KAP SALON LLC,LLC,Dissolved,,1363118,2021-03-31,58 DIVISION ST # 1,DANBURY,United States,06810,CT,KKAPSALON19@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,2021-02-20T00:00:00.000,,,
"MAISON MORNEAULT, LLC",LLC,Active,,1363119,2022-03-31,255-257 ASYLUM AVENUE,HARTFORD,United States,06103,CT,JODY@MAISONMORNEAULT.COM,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
MAGGIES KITCHEN LLC,LLC,Active,,1363120,2022-03-31,316 SAYBROOK RD,ORANGE,United States,06477,CT,abekaoud1@aol.com,Domestic,2020-10-19,CT,Connecticut,True,False,True,False,False,Other Activities Related to Real Estate (531390),722310.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
MAGIS THOROUGHBREDS-HAP LLC,LLC,Active,,1363121,2022-03-31,10 DZAMBA GRV,STAMFORD,United States,06903,CT,jcarberry@aol.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
THE PUMP & MOTOR CO. LLC,LLC,Active,Annual report past due,1363122,2021-03-31,251 THOMASTON ROAD,MORRIS,United States,06763,CT,JOHNSEA@SNET.NET,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance (811310),811310.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
"SMART BLIND DESIGN, LLC",LLC,Active,,1363123,2022-03-31,258 HALSTEAD AVE UNIT 1,HARRISON,United States,10528,NY,hello@smartblinddesign.com,Foreign,2020-10-19,NY,NY,False,False,False,False,False,Window Treatment Stores (442291),442291.0,2021-11-10 00:12:35.6033333,2020-10-19,"SMART BLIND DESIGN, LLC",United States,"258 HALSTEAD AVE UNIT 1, HARRISON, NY, 10528, United States",258 HALSTEAD AVE UNIT 1,HARRISON,NY,10528,United States,"258 HALSTEAD AVE UNIT 1, HARRISON, NY, 10528, United States",258 HALSTEAD AVE UNIT 1,HARRISON,NY,10528,United States,,,,,,,
NYMPHADORA LLC,LLC,Active,,1363124,2022-03-31,554 BOSTON POST ROAD #331,ORANGE,United States,06477,CT,yavuzsalihkoruk@gmail.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
MY EPIDERMIS IS SHOWING LLC,LLC,Active,,1363125,2022-03-31,120 KAYDEROSS PARK ROAD,SARATOGA SPRINGS,United States,12866,NY,cohen249@gmail.com,Domestic,2020-10-19,NY,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
SQUARE PEG PIZZERIA ENTERPRISES LLC,LLC,Active,,1363126,2022-03-31,624 HEBRON AVE BLDG 3 STE 100,GLASTONBURY,United States,06033,CT,accounting@squarepegpizzeria.com,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
DRAPERIES AND INTERIORS OF GREENWICH LLC,LLC,Active,,1363130,2022-03-31,238 EAST PUTNAM AVENUE,COS COB,United States,06807,CT,donna@draperiesandinteriors.com,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
"OLD SLIP PROPERTIES, LLC",LLC,Active,,1363131,2022-03-31,"40 WALL ST, FL 28",NEW YORK,United States,10005,NY,JJLUKEZIC@GMAIL.COM,Foreign,2020-10-19,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:12:35.6033333,2020-11-01,"OLD SLIP PROPERTIES, LLC",United States,,,,,,,,,,,,,,,,,,,
"242 BRANFORD ROAD, LLC",LLC,Active,Annual report past due,1363132,2021-03-31,734 EAST MAIN STREET,BRANFORD,United States,06405,CT,BMASSEY@MASSEYSGLASS.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:35.6033333,,,,,,,,,,,,,,,,,,,,,,
NEW NORWALK DOLLAR & GIFT LLC,LLC,Active,,1363133,2022-03-31,68 WALL ST,NORWALK,United States,06850,CT,cqw666@hotmail.com,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
BROWNFAMILYTRUCKING LLC,LLC,Active,Annual report past due,1363134,2021-03-31,65 JACKSON RD,BLOOMFIELD,United States,06002,CT,BROWNDEQUAN95@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
MAMA'S HOT DELICIOUS FOOD & RESTAURANT LLC,LLC,Active,Annual report past due,1363135,2021-03-31,451 FRANKLIN AVE,HARTFORD,United States,06114,CT,TPTC2012@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
BLAIR DESIGN LLC,LLC,Active,Annual report past due,1363136,2021-03-31,115 OLD KINGS HWY,HAMPTON,,06247,CT,SHELLEYBLAIRDESIGN@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
BIK LLC,LLC,Active,,1363137,2022-03-31,8 SYLVAN LANE,OLD GREENWICH,United States,06870-2319,CT,BOBKUPERMAN1@AOL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
FREDRICK HOME REPAIR AND IMPROVEMENT LLC,LLC,Dissolved,,1363138,2021-03-31,43 WHITING ROAD,EAST HARTFORD,United States,06118,CT,FCRAIG2340@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,2020-12-14T00:00:00.000,,,
STRAVADA WELLNESS CARE LLC,LLC,Active,Annual report past due,1363139,2021-03-31,203 BROAD ST UNIT C-4  MILFORD CT 06460-,MILFORD,United States,06460,CT,DRMARIAAPRN@GMAIL.COM,Domestic,2020-10-19,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:34.9000000,,,,,,,,,,,,,,,,,,,,,,
